Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
onion,1/2,,minced,14.0,3.2689999999999997,0.385,0.035
olive oil,1 1/2,teaspoons,,238.68,0.0,0.0,27.0
garbanzo bean,1,can,rinsed drained,1133.4333,188.7556,61.3793,18.1109
cream,1/3,cup,sour,151.8,3.5497,1.8707,14.835
cornmeal,2,tablespoons,,110.41,23.4514,2.4766,1.0949
garlic,4,cloves,minced,17.88,3.9672,0.7632,0.06
cumin,1,teaspoon,ground,7.875,0.929,0.374,0.4677
coriander,1,teaspoon,ground,5.364,0.9898,0.2227,0.3199
salt,1/2,teaspoon,,-,-,-,-
sauce,3/4,teaspoon,,7.3875,0.2055,0.3874,0.5595
cornmeal,1/4,cup,,110.41,23.4514,2.4766,1.0949
olive oil,2,tablespoons,,238.68,0.0,0.0,27.0
