Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
egg,6,,,429.0,2.16,37.68,28.53
milk,1,cup,,148.84,11.6632,7.686,7.9788
purpose flour,1,cup,,-,-,-,-
butter,2,tablespoons,melted,171.0,7.857,5.343,14.4
white sugar,1 1/2,cups,,1161.0,299.94,0.0,0.0
buttermilk,3/4,cup,,-,-,-,-
butter,1/2,cup,,171.0,7.857,5.343,14.4
corn syrup,2,tablespoons,,124.52,33.7876,0.0,0.08800000000000001
baking soda,1,teaspoon,,0.0,0.0,0.0,0.0
vanilla extract,2,teaspoons,,24.191999999999997,1.0626,0.005,0.005
