Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g)
pecan,1/4,cup,chopped,71.5867,13.415999999999999,1.4733,1.508
cake flour,3,cups,,1487.82,320.7033,33.702,3.5346
salt,1/2,teaspoon,,-,-,-,-
baking soda,1/4,teaspoon,,0.0,0.0,0.0,0.0
butter,1,cup,unsalted,1368.0,62.856,42.744,115.2
white sugar,3,cups,,2322.0,599.88,0.0,0.0
egg,6,,,429.0,2.16,37.68,28.53
vanilla extract,1,teaspoon,,12.095999999999998,0.5313,0.0025,0.0025
cream,1,cup,sour,455.4,10.649000000000001,5.612,44.505
confectioner sugar,1,cup,,-,-,-,-
orange juice,3,tablespoons,,20.925,4.836,0.3255,0.09300000000000001
vanilla extract,1,teaspoon,,12.095999999999998,0.5313,0.0025,0.0025
