Step,Instruction
1,"Cook lo mein noodles according to package directions. Drain and set aside."
2,"Mince garlic and ginger."
3,"Chop carrots, broccoli, and snap peas into bite-sized pieces."
4,"Heat olive oil in a large wok or skillet over high heat."
5,"Add garlic and ginger to the hot wok and stir-fry for 30 seconds, or until fragrant."
6,"Add carrots and broccoli to the wok and stir-fry for 2-3 minutes, or until slightly tender."
7,"Add snap peas and stir-fry for 1 minute."
8,"Push vegetables to the side of the wok and add cooked lo mein noodles. Stir-fry for 1 minute."
9,"Combine soy sauce, oyster sauce, sesame oil, and red pepper flakes in a small bowl. Pour over the noodles and vegetables."
10,"Stir-fry for another minute to coat everything in the sauce."
11,"Serve immediately, garnished with chopped green onions."
