Step,Instruction
1,"Cook sushi rice according to package instructions. Let it cool slightly."
2,"In a small bowl, combine rice vinegar, sugar, and salt. Microwave for 30 seconds, then stir until sugar and salt dissolve."
3,"Pour vinegar mixture over cooled rice and gently fold until rice is evenly coated."
4,"Lay a sheet of nori shiny side down on a sushi rolling mat."
5,"Spread a thin layer of sushi rice evenly over the nori, leaving a 1-inch border at the top."
6,"Place sliced cucumber and avocado in a line down the center of the rice."
7,"Using the sushi mat, carefully roll the sushi up tightly, starting from the bottom."
8,"Moisten the top edge of the nori with a little water to seal the roll."
9,"Wrap the roll in plastic wrap and refrigerate for at least 10 minutes."
10,"Unwrap the roll and cut it into 8 equal pieces using a sharp knife dipped in water."
11,"Sprinkle with sesame seeds and serve with soy sauce and wasabi, if desired."
