Step,Instruction
1,"Press tofu to remove excess water and cut into cubes."
2,"Chop carrots, celery, shiitake mushrooms, and green onions."
3,"Mince garlic and ginger."
4,"Combine soy sauce, mirin, and rice vinegar in a small bowl."
5,"Cook noodles according to package directions."
6,"Heat a large pot over medium heat. Add tofu and cook until golden brown."
7,"Add garlic and ginger, cook for 30 seconds until fragrant."
8,"Add carrots, celery, and shiitake mushrooms. Cook for 5 minutes."
9,"Pour in vegetable broth and bring to a boil."
10,"Reduce heat, add noodles and cooked tofu. Simmer for 5 minutes."
11,"Stir in soy sauce mixture."
12,"Season with salt and pepper."
13,"Garnish with chopped green onions."
