Step,Instruction
1,"Clean mushrooms with a damp cloth and slice them thinly."
2,"In a large pot, melt butter over medium heat."
3,"Add chopped onion and minced garlic to the pot. Cook until softened."
4,"Add sliced mushrooms to the pot and cook until they release their moisture and become golden brown."
5,"Stir in all-purpose flour and cook for 1-2 minutes, stirring constantly."
6,"Gradually pour in chicken or vegetable broth while stirring constantly to avoid lumps."
7,"Bring the mixture to a boil, then reduce heat and simmer for 15-20 minutes."
8,"Using an immersion blender, blend a portion of the soup until creamy while leaving some mushrooms whole."
9,"Stir in heavy cream, salt, black pepper, and thyme."
10,"Simmer for an additional 5 minutes, stirring occasionally."
11,"Taste and adjust seasoning if needed."
12,"Serve hot, garnished with a sprinkle of fresh thyme if desired."
