Step,Instruction
1,"Preheat the oven to 375°F."
2,"Heat olive oil in a large skillet over medium heat. Add diced onion and chopped carrots, and cook until they begin to soften, about 5 minutes."
3,"Add minced garlic cloves to the skillet and cook for an additional 1-2 minutes, until fragrant."
4,"Add ground lamb to the skillet, breaking it apart with a spoon. Cook until the lamb is browned and no longer pink."
5,"Stir in tomato paste, beef broth, Worcestershire sauce, fresh thyme leaves, salt, and black pepper. Bring the mixture to a simmer and cook for 10-15 minutes, until the sauce thickens slightly."
6,"Stir in frozen peas and cook for another 2-3 minutes. Remove the skillet from heat."
7,"Transfer the lamb mixture to a baking dish and spread it out evenly."
8,"In a separate bowl, mix together mashed potatoes, butter, and milk until smooth and creamy."
9,"Spread the mashed potatoes over the lamb mixture in the baking dish, creating an even layer."
10,"Bake the shepherd's pie in the preheated oven for 25-30 minutes, or until the mashed potatoes are golden brown and the filling is bubbling."
11,"Remove the shepherd's pie from the oven and let it cool for a few minutes before serving. Enjoy!"
