Step,Instruction
1,Begin your day on a delightful note by preparing this chocolate gravy recipe!
2,"Chocolate gravy, a sweet sauce, consists of flour, fat, cocoa powder, and sugar, and is often served over biscuits for breakfast in the Appalachian Mountains."
3,"The complete step-by-step recipe is detailed below, but here is a quick summary of what to anticipate when preparing this homemade chocolate gravy."
4,"To infuse some savory taste, incorporate crumbled bacon into the mixture towards the conclusion of cooking. Pair the chocolate gravy with your preferred homemade biscuit recipe. Here are some highly-rated suggestions:"
5,Discover a variety of homemade biscuit recipes to inspire you further by clicking the link provided.
6,"While the chocolate gravy is most delicious when freshly made, you can store any leftovers in the fridge for up to three days in an airtight container. Simply reheat the gravy gently in the microwave or on the stove when ready to enjoy again."
7,"According to Alicia DeMan, the whole family enjoyed this chocolate gravy with drop biscuits for breakfast, and she would definitely make it again."
8,"""Simple to prepare, enjoyable to consume,"" comments <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/26772575"">Tom_G</a>. ""I might consider adding a touch of Mexican cinnamon next time."""
9,Audrey Frey-brooks recommends adding a touch of cinnamon on top of the biscuits before baking for extra flavor.
10,"Contributions from <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/author/corey-williams/""><strong>Corey Williams</strong></a>"
11,Collect all the necessary ingredients.
12,"Combine sugar, cocoa, and flour in a medium bowl and whisk until smooth."
13,Add milk and whisk until fully incorporated.
14,"Cook and stir the mixture in a saucepan over medium heat until it thickens to a gravy consistency, which usually takes around 7 to 10 minutes."
15,Take the saucepan off the heat; mix in butter and vanilla.
16,Enjoy while warm.
