Step,Instruction
1,"Preheat your oven to 425°F."
2,"Season both sides of the ribeye steak with salt and black pepper."
3,"Heat olive oil in a skillet over medium-high heat."
4,"Once the oil is hot, add the ribeye steaks to the skillet."
5,"Sear the steaks for 3-4 minutes on each side, or until they develop a golden-brown crust."
6,"Transfer the skillet to the preheated oven and cook the steaks for an additional 5-7 minutes for medium-rare doneness, or longer to your desired level of doneness."
7,"While the steaks are cooking, prepare the frites (French fries)."
8,"Peel the potatoes and cut them into thin strips or wedges."
9,"Heat vegetable oil in a deep fryer or large pot to 350°F."
10,"Carefully add the potato strips to the hot oil in batches, ensuring not to overcrowd the fryer or pot."
11,"Fry the potatoes for about 5-7 minutes, or until golden brown and crispy."
12,"Remove the fried potatoes from the oil and drain them on paper towels."
13,"Season the hot fries with salt."
14,"Once the steaks are cooked to your desired doneness, remove them from the oven and let them rest for a few minutes."
15,"While the steaks are resting, prepare the garlic parsley butter."
16,"Mince the garlic cloves and finely chop the fresh parsley."
17,"In a small saucepan, melt the butter over medium heat."
18,"Add the minced garlic and chopped parsley to the melted butter. Cook for 1-2 minutes, or until the garlic is fragrant."
19,"Serve the ribeye steaks hot, topped with the garlic parsley butter."
20,"Serve the steak frites alongside the steaks."
21,"Enjoy your delicious steak frites!"
