Step,Instruction
1,"Cook the pasta according to package instructions until al dente. Drain and set aside."
2,"In a large skillet, heat olive oil over medium heat."
3,"Add minced garlic to the skillet and sauté until fragrant."
4,"Add sliced black olives, julienned sun-dried tomatoes, and sliced artichoke hearts to the skillet."
5,"Sauté for 2-3 minutes, or until heated through."
6,"Add the cooked pasta to the skillet and toss to combine."
7,"Season with salt and black pepper to taste."
8,"Remove from heat and sprinkle with chopped fresh basil and grated Parmesan cheese."
9,"Toss again to evenly distribute the ingredients."
10,"Serve hot as a flavorful Mediterranean-inspired side dish."
