Step,Instruction
1,Preheat the oven to 375°F.'
2,'Peel the onions and thinly slice them.'
3,"In a saucepan, melt butter over medium heat.'"
4,"Add sliced onions to the saucepan and cook until softened, about 5-7 minutes.'"
5,"In a small bowl, combine breadcrumbs, grated Parmesan cheese, thyme, salt, and black pepper.'"
6,'Grease a baking dish and layer half of the cooked onions on the bottom.'
7,'Sprinkle half of the breadcrumb mixture over the onions.'
8,'Repeat the layers with the remaining onions and breadcrumb mixture.'
9,"Bake in the preheated oven for 25-30 minutes, or until the top is golden brown and crispy.'"
10,'Remove from the oven and let cool slightly before serving.'
