Step,Instruction
1,"Preheat your oven to 300°F."
2,"In a small bowl, combine salt, black pepper, garlic powder, onion powder, paprika, and brown sugar to make the dry rub."
3,"Rub the dry rub all over the pork shoulder, ensuring it is evenly coated."
4,"In a separate bowl, mix together apple cider vinegar, Worcestershire sauce, and ketchup to make the sauce."
5,"Place the seasoned pork shoulder in a roasting pan or Dutch oven."
6,"Pour the sauce over the pork shoulder, making sure it is well coated."
7,"Cover the roasting pan or Dutch oven with a lid or aluminum foil."
8,"Transfer the roasting pan or Dutch oven to the preheated oven."
9,"Braise the pork shoulder in the oven for about 6-8 hours, or until it is fork-tender and easily shreds apart."
10,"Once the pork shoulder is cooked, remove it from the oven and let it rest for about 10-15 minutes."
11,"Using two forks, shred the pork shoulder into bite-sized pieces."
12,"Assemble the pulled pork sandwiches by placing a generous amount of pulled pork onto each hamburger bun."
13,"If desired, top the pulled pork with coleslaw for added flavor and crunch."
14,"Serve the pulled pork sandwiches hot, and enjoy!"
