Step,Instruction
1,"Trim excess fat from the pork shoulder and cut it into bite-sized cubes."
2,"Chop the onion, mince the garlic, and grate the ginger."
3,"Heat vegetable oil in a large skillet or Dutch oven over medium heat."
4,"Add the chopped onion to the skillet and cook until softened, about 5 minutes."
5,"Add the minced garlic and grated ginger to the skillet and cook for another 1-2 minutes, until fragrant."
6,"Add the pork cubes to the skillet and cook until browned on all sides, about 5-7 minutes."
7,"Stir in the curry powder, turmeric, coriander powder, cumin powder, and cayenne pepper, and cook for another 2 minutes, stirring constantly."
8,"Pour in the coconut milk and chicken broth, and bring the mixture to a simmer."
9,"Peel and dice the potatoes and carrots, then add them to the skillet."
10,"Season the curry with salt and black pepper, then cover and simmer for 30-40 minutes, or until the pork and vegetables are tender."
11,"Taste and adjust seasoning if needed."
12,"Serve the pork curry hot, over steamed rice or with naan bread, and enjoy!"
