Step,Instruction
1,"Cut tofu into cubes and press to remove excess water."
2,"Chop onion, garlic, and ginger."
3,"Peel and cube potatoes and carrots."
4,"Cut green beans into 2-inch pieces."
5,"Heat oil in a large pot over medium heat."
6,"Sauté onion, garlic, and ginger until softened."
7,"Add curry powder, coriander powder, turmeric powder, and red chili powder. Stir-fry for 30 seconds."
8,"Add potatoes, carrots, and green beans. Cook for 5 minutes."
9,"Pour in coconut milk and vegetable broth. Bring to a boil, then reduce heat and simmer for 15 minutes."
10,"Add tofu and spinach to the curry. Cook for 5 minutes, or until spinach wilts."
11,"Season with salt and pepper to taste."
12,"Serve hot with rice or naan bread, garnished with cilantro."
