Step,Instruction
1,"Preheat your oven to 400°F."
2,"Place the beef bones on a baking sheet and roast them in the preheated oven for 45-60 minutes, or until they are browned and caramelized."
3,"Meanwhile, roughly chop the onion, carrots, and celery stalks."
4,"In a large stockpot, combine the roasted beef bones, chopped vegetables, garlic cloves, bay leaves, and peppercorns."
5,"Pour water over the ingredients in the stockpot, ensuring they are fully submerged."
6,"Bring the mixture to a boil over high heat."
7,"Once boiling, reduce the heat to low and let the stock simmer gently, uncovered, for 6-8 hours."
8,"Skim off any foam or impurities that rise to the surface of the stock during simmering."
9,"After 6-8 hours of simmering, remove the stockpot from the heat."
10,"Carefully strain the stock through a fine-mesh sieve or cheesecloth into another large pot or bowl."
11,"Discard the solids left in the sieve or cheesecloth."
12,"Let the beef stock cool to room temperature, then transfer it to airtight containers."
13,"Refrigerate the beef stock for up to 5 days or freeze it for longer storage."
14,"Use the homemade beef stock as a base for soups, stews, sauces, and other recipes."
15,"Enjoy your flavorful homemade beef stock!"
