Step,Instruction
1,"Preheat oven to 350 degrees Fahrenheit."
2,"Drain and rinse black beans and corn."
3,"Crumble tofu into small pieces."
4,"Combine black beans, corn, salsa, tofu, cumin, chili powder, salt, and pepper in a bowl."
5,"If desired, sauté chopped onion and green bell pepper before adding to the tofu mixture."
6,"Spread a thin layer of enchilada sauce in the bottom of a baking dish."
7,"Warm tortillas and fill with tofu mixture."
8,"Roll up tortillas and place seam-side down in the baking dish."
9,"Pour remaining enchilada sauce over the rolled tortillas."
10,"Sprinkle with shredded cheese."
11,"Bake for 20-25 minutes, or until heated through and cheese is melted."
