Step,Instruction
1,"Preheat your oven to 375°F."
2,"Trim excess fat from the pork loin and cut it into bite-sized cubes."
3,"Peel and chop the onion."
4,"Peel, core, and chop the apples."
5,"In a large skillet, melt the butter over medium heat."
6,"Add the pork cubes to the skillet and cook until browned on all sides, about 5-7 minutes."
7,"Remove the browned pork from the skillet and set aside."
8,"In the same skillet, add the chopped onion and cook until softened, about 5 minutes."
9,"Sprinkle the flour over the onions, stirring to coat evenly."
10,"Cook the flour mixture for 2-3 minutes to remove the raw flour taste."
11,"Gradually pour in the chicken or vegetable broth, stirring constantly to avoid lumps."
12,"Stir in the apple cider vinegar, brown sugar, Dijon mustard, thyme, salt, and black pepper."
13,"Add the browned pork cubes and chopped apples to the skillet, stirring to combine."
14,"Simmer the filling for 10-15 minutes, until the pork is cooked through and the sauce has thickened."
15,"Roll out one pre-made pie crust and place it in the bottom of a pie dish."
16,"Pour the pork and apple filling into the pie crust."
17,"Roll out the second pre-made pie crust and place it over the filling."
18,"Trim any excess crust and crimp the edges to seal."
19,"Brush the top crust with beaten egg for a shiny finish."
20,"Using a knife, make a few slits in the top crust to allow steam to escape during baking."
21,"Place the pie dish on a baking sheet to catch any drips and bake in the preheated oven for 40-45 minutes, or until the crust is golden brown."
22,"Remove the pie from the oven and let it cool for 10-15 minutes before slicing and serving."
