Step,Instruction
1,Preheat the oven to 375°F.
2,Slice the baguette into thin rounds and place them on a baking sheet.
3,"Bake the baguette rounds in the preheated oven for 8-10 minutes, or until lightly toasted."
4,Slice the black grapes in half.
5,"Once the baguette rounds are toasted, spread each with a layer of goat cheese."
6,Top each crostini with halved black grapes.
7,"Return the baking sheet to the oven and bake for an additional 3-5 minutes, or until the grapes are slightly softened."
8,Remove from the oven and drizzle each crostini with honey.
9,Sprinkle with fresh thyme leaves.
10,Serve warm as a delightful appetizer or side dish.
