Step,Instruction
1,'Peel and dice the potatoes.'
2,'Dice the onion and mince the garlic cloves.'
3,"In a large skillet or pot, heat olive oil over medium heat.'"
4,"Add diced onion and cook until softened, about 3-4 minutes.'"
5,"Stir in minced garlic and ginger, then cook for another minute.'"
6,"Add diced potatoes and curry powder to the skillet, stirring to coat the potatoes with the spices.'"
7,'Pour in coconut milk and vegetable broth.'
8,"Bring the mixture to a simmer, then cover and cook for 15-20 minutes, or until the potatoes are tender.'"
9,"Stir in frozen peas and cook for an additional 3-4 minutes, until peas are heated through.'"
10,'Season with salt and black pepper to taste.'
11,"Serve hot, accompanied by rice or naan.'"
