Step,Instruction
1,"Preheat the oven to 350 degrees F (175 degrees C)."
2,"Saut� ground beef and onion in a skillet over medium heat until the beef is fully browned, about 7 to 10 minutes. Drain any excess grease from the skillet."
3,"Combine the refried beans, 1 cup of Cheddar cheese, and taco seasoning with the drained ground beef mixture."
4,"Scoop the ground beef mixture into the center of each tortilla. Wrap the tortillas around the beef filling."
5,"Combine cream of mushroom soup, sour cream, and salsa in a bowl and mix well."
6,"Spread approximately half of the cream of mushroom soup mixture across the bottom of a 9x13-inch baking dish."
7,"Place the rolled tortillas in a single layer in the baking dish, with the seam side facing down."
8,"Spread the remaining cream of mushroom soup mixture over the tortillas."
9,"Sprinkle with 1 1/2 cups of Cheddar cheese."
10,"Bake in the preheated oven until the cheese is bubbly and melted, about 30 to 35 minutes."
11,"For a casserole variation, layer half of the cream mixture at the bottom of a 9x13-inch casserole dish. Tear half of the tortillas and place them over the sour cream mixture. Add half of the meat mixture on top, followed by a layer of cheese. If desired, include salsa. Repeat the layering process. Top with cheese and bake uncovered at 350 degrees for 30-35 minutes or until the cheese is bubbly and melted."
