Step,Instruction
1,"Season the chicken thighs with salt and black pepper on both sides."
2,"Place the all-purpose flour in a shallow dish. Dredge the chicken thighs in the flour, shaking off any excess."
3,"In a large skillet or Dutch oven, heat the olive oil over medium-high heat."
4,"Add the chicken thighs to the skillet and cook for 3-4 minutes on each side until browned. Remove the chicken from the skillet and set aside."
5,"In the same skillet, add the diced onion and minced garlic. Cook for 2-3 minutes until softened and fragrant."
6,"Add the sliced bell peppers and mushrooms to the skillet. Cook for an additional 5 minutes until the vegetables are tender."
7,"Stir in the crushed tomatoes, tomato paste, dry red wine, and chicken broth. Bring the mixture to a simmer."
8,"Return the browned chicken thighs to the skillet, nestling them into the sauce. Cover and simmer for 20-25 minutes, or until the chicken is cooked through and tender."
9,"Stir in the fresh basil leaves and chopped parsley. Season with additional salt and black pepper to taste, if needed."
10,"Serve the chicken cacciatore hot, garnished with additional fresh herbs if desired. Enjoy!"
