Step,Instruction
1,"Cut potatoes into 1/2-inch thick fries."
2,"Combine flour, cornstarch, baking powder, salt, and pepper in a bowl."
3,"Gradually add beer to dry ingredients, whisking until smooth."
4,"Pat cod fillets dry with paper towels."
5,"Heat vegetable oil in a deep fryer or large pot to 375 degrees Fahrenheit."
6,"Dip potatoes in batter and fry until golden brown and crispy."
7,"Remove potatoes from oil and drain on paper towels."
8,"Dip cod fillets in batter and fry until golden brown and cooked through."
9,"Remove fish from oil and drain on paper towels."
10,"Serve fish and chips with lemon wedges."
