Step,Instruction
1,"Preheat the oven to 375°F."
2,"Slice the baguette into 1/2-inch thick slices."
3,"Arrange the baguette slices on a baking sheet and brush them with olive oil."
4,"Bake the baguette slices in the preheated oven for 8-10 minutes, or until lightly toasted."
5,"While the baguette slices are toasting, cut the peaches into thin wedges."
6,"Spread goat cheese on each toasted baguette slice."
7,"Wrap each peach wedge with a slice of prosciutto."
8,"Place a wrapped peach wedge on top of each goat cheese-covered baguette slice."
9,"Drizzle honey over the peach and prosciutto crostini."
10,"Sprinkle fresh thyme leaves over the crostini."
11,"Serve the peach and prosciutto crostini immediately as a savory-sweet side dish or appetizer."
