Step,Instruction
1,'Wash and trim the woody ends of the asparagus spears.'
2,"In a large skillet, melt butter over medium heat.'"
3,'Mince garlic cloves and add them to the skillet.'
4,"Saute garlic in butter for 1-2 minutes, until fragrant.'"
5,'Add the asparagus spears to the skillet.'
6,'Juice the lemon over the asparagus.'
7,'Season with salt and black pepper.'
8,"Saute the asparagus for 5-7 minutes, or until tender-crisp, stirring occasionally.'"
9,'Remove from heat and transfer to a serving dish.'
10,'Serve immediately.'
