Step,Instruction
1,'Tear the iceberg lettuce into bite-sized pieces.'
2,'Slice the grilled chicken breast.'
3,'Dice the avocado.'
4,'Halve the cherry tomatoes.'
5,'Finely chop the red onion and cilantro.'
6,"In a large bowl, combine torn iceberg lettuce, sliced grilled chicken breast, diced avocado, halved cherry tomatoes, chopped red onion, and chopped cilantro.'"
7,"In a small bowl, whisk together lime juice, olive oil, salt, and black pepper to make the dressing.'"
8,'Drizzle the dressing over the salad.'
9,'Toss gently until well combined.'
10,'Serve immediately.'
