Step,Instruction
1,"Preheat your oven to 375°F."
2,"Roll out the pie crust and fit it into a 9-inch pie dish. Trim any excess dough and crimp the edges."
3,"Cut the ham into small cubes or slices."
4,"Grate the Swiss cheese."
5,"Evenly distribute the ham and Swiss cheese over the bottom of the pie crust."
6,"In a mixing bowl, whisk together the eggs, heavy cream, salt, black pepper, and nutmeg until well combined."
7,"Pour the egg mixture over the ham and cheese in the pie crust."
8,"Place the quiche in the preheated oven and bake for 35-40 minutes, or until the center is set and the top is golden brown."
9,"If the crust starts to brown too quickly, cover the edges with aluminum foil or a pie crust shield."
10,"Once done, remove the quiche from the oven and let it cool for a few minutes before slicing."
11,"Slice the quiche into wedges and serve warm."
