Step,Instruction
1,"Preheat oven to 400 degrees Fahrenheit (200 degrees Celsius)."
2,"Slice eggplant into 1/2-inch thick rounds."
3,"Salt eggplant slices and let drain in a colander for 30 minutes."
4,"In a shallow dish, combine flour, salt, pepper, nutritional yeast, garlic powder, onion powder, and paprika."
5,"In another shallow dish, combine breadcrumbs."
6,"Dip eggplant slices in flour mixture, then in breadcrumbs."
7,"Heat olive oil in a large skillet over medium heat. Cook eggplant slices until golden brown on both sides."
8,"Spread marinara sauce in a baking dish. Layer eggplant slices, marinara sauce, and vegan mozzarella."
9,"Repeat layers until all ingredients are used, ending with a layer of mozzarella."
10,"Bake for 30-35 minutes, or until golden brown and bubbly."
11,"In a small bowl, whisk together plant-based milk and nutritional yeast for a vegan parmesan drizzle."
12,"Drizzle vegan parmesan over the finished eggplant parmesan before serving."
