Step,Instruction
1,'Preheat the oven to 375°F.'
2,'Wash the spinach leaves and pat them dry with paper towels.'
3,'Clean the mushrooms and remove the stems.'
4,'Finely chop the mushroom stems and garlic cloves.'
5,"In a skillet, heat olive oil over medium heat.'"
6,Add chopped mushroom stems and garlic to the skillet and saute for 2-3 minutes until softened.'
7,"Add spinach leaves to the skillet and cook, stirring occasionally, until wilted.'"
8,'Remove from heat and stir in crumbled feta cheese.'
9,'Season with salt and black pepper.'
10,'Spoon the spinach and feta mixture into the mushroom caps.'
11,"Place stuffed mushrooms on a baking sheet and bake in the preheated oven for 15-20 minutes, or until mushrooms are tender.'"
12,'Remove from oven and serve hot.'
