Step,Instruction
1,"The Victoria sponge cake is a classic British dessert that truly fulfills its legendary status. This light and fluffy Victoria sponge recipe is an ideal sweet indulgence to elevate your spirits. "
2,"A Victoria sponge cake (also known as a Victoria sandwich) is a British dessert featuring jam and cream nestled between two soft cake layers. The dessert is named after Queen Victoria, who reportedly enjoyed the cake during her afternoon tea time."
3,"Here are the ingredients required to prepare this traditional Victoria sponge cake recipe:"
4,"You�ll see the complete, step-by-step recipe below � but here�s a quick summary of what to anticipate when you prepare a homemade Victoria sponge cake:"
5,"Victoria sponge cake is best enjoyed on the day it's baked. However, you can store any leftovers in an airtight container in the refrigerator for up to two days. Allow them to reach room temperature before serving."
6,"""I prepared this cake for my grandparents without any frosting, just added raisins and walnuts,"" reports <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/9506545"">masteroffood</a>. ""Everyone loved it, especially my grandparents! It was incredibly fluffy, soft, and one of the best Victorian sponges I've ever had. I could make this delicious cake a billion times!"""
7,"�Made this for the Fourth of July, and everyone enjoyed it,� says <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/27759194"">Taryn</a>. �I served it with raspberries, strawberries, blueberries, and whipped cream. It was delightful.�"
8,"Editorial contributions by <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/author/corey-williams/""><strong>Corey Williams</strong></a>"
9,"Collect all the ingredients. Preheat the oven to 325 degrees F (160 degrees C). Grease two 8-inch round cake pans with baking spray and line the bottoms with parchment paper. Lightly spray the parchment paper with baking spray."
10,"Sift flour, cornstarch, and baking powder into a medium bowl; add salt and whisk to combine, then set aside."
11,"Add eggs one at a time, mixing well after each addition. Mix in the vanilla extract."
12,"With the mixer on medium-low speed, gradually incorporate the flour mixture in three portions, alternating with the milk, mixing until just combined after each addition."
13,"Evenly distribute the batter between the prepared pans, smoothing it into a uniform layer with a small offset spatula. Gently tap the pans on a kitchen towel-lined counter several times to eliminate any large bubbles in the batter."
14,"Bake in the preheated oven until a toothpick inserted into the center comes out clean, approximately 18 to 22 minutes. Allow cakes to cool in the pans for 10 minutes, then invert the cakes onto a wire rack. Let them cool completely, parchment side down, on the wire racks for about 1 hour."
15,"Remove and discard the parchment paper. Set one cake layer on a serving plate. In a small bowl, stir the preserves until mostly smooth; spread them evenly over the cake."
16,"To prepare vanilla whipped cream: In a large bowl, whisk together heavy whipping cream, powdered sugar, and 1 teaspoon of vanilla extract by hand until stiff peaks form, which should take about 2 minutes."
17,"Dollop the whipped cream over the jam, then spread it into an even layer."
18,"Top with the second cake layer. Sift powdered sugar over the top and decorate with strawberries (if desired)."
