step,instruction
1,"Preheat oven to 375°F."
2,"If using a homemade pie crust, pre-bake it according to recipe instructions. For store-bought crusts, you may or may not need to pre-bake depending on the instructions. Check the package for details."
3,"In a large skillet, cook the bacon over medium heat until crispy. Remove the bacon from the pan with a slotted spoon and set aside on paper towels to drain excess grease."
4,"Discard most of the bacon grease from the pan, leaving about 1 tablespoon. Add the shallots to the pan and cook over medium heat until softened and translucent, about 5 minutes."
5,"In a large bowl, whisk together the eggs, milk, heavy cream, nutmeg, salt, and pepper."
6,"Stir in the cooked bacon and shallots to the egg mixture."
7,"Pour the egg mixture into the prepared pie crust."
8,"Sprinkle the shredded Gruyère cheese evenly over the top of the quiche."
9,"Bake for 45-50 minutes, or until a knife inserted near the center comes out clean."
10,"Let the quiche cool slightly on a wire rack before slicing and serving."
