Step,Instruction
1,"Cut the steak into 1/2-inch thick slices against the grain."
2,"Combine soy sauce, sugar, cornstarch, and ginger in a bowl, whisking until the sugar dissolves and the mixture is smooth."
3,"Add the steak slices to the marinade and stir until they are evenly coated."
4,"Heat 1 tablespoon of vegetable oil in a wok or large skillet over medium-high heat, and cook the steak strips in batches to avoid crowding the pan."
5,"Saut� and stir until they are nicely browned, about 3 minutes, then transfer the steak to a bowl."
6,"Repeat with the remaining steak, adding additional oil as necessary, and set the cooked meat aside."
7,"Return the cooked steak strips to the heated wok and mix in the onion."
8,"Toss the steak and onion together until the onion starts to soften, about 2 minutes, then add the green pepper."
9,"Continue to cook and stir the mixture until the peppers are a bright green and begin to soften, about 2 minutes more, then incorporate the tomatoes."
10,"Combine all the ingredients to ensure even distribution of flavors, and serve."
