Step,Instruction
1,"In a large bowl, combine plain yogurt, lemon juice, olive oil, minced garlic cloves, ground cumin, paprika, ground turmeric, ground cinnamon, ground coriander, ground cloves, salt, and black pepper. Mix well."
2,"Cut the boneless, skinless chicken thighs into thin strips. Add the chicken strips to the marinade, ensuring they are evenly coated. Cover the bowl with plastic wrap and refrigerate for at least 1 hour, or overnight for best results."
3,"Preheat the grill to medium-high heat, around 375°F."
4,"Thread the marinated chicken strips onto skewers, leaving a little space between each piece."
5,"Grill the chicken skewers for 5-7 minutes on each side, or until fully cooked and slightly charred."
6,"While the chicken is grilling, prepare the toppings. Slice the tomatoes, cucumbers, and red onion thinly."
7,"Warm the pita bread on the grill for about 1 minute on each side."
8,"Once the chicken skewers are cooked, remove them from the grill and let them rest for a few minutes."
9,"To assemble the shawarma, place a warmed pita bread on a plate. Top it with sliced tomatoes, cucumbers, and red onion."
10,"Slide the grilled chicken off the skewers onto the prepared pita bread."
11,"Garnish with fresh parsley and drizzle with tahini sauce, if desired."
12,"Fold the pita bread over the filling and serve immediately."
