Step,Instruction
1,"Pat trout fillets dry with paper towels."
2,"Season trout fillets with salt and pepper."
3,"Dredge trout fillets in flour."
4,"Heat olive oil in a large skillet over medium-high heat."
5,"Cook trout fillets for 3-4 minutes per side, or until cooked through."
6,"Remove trout fillets from skillet and set aside."
7,"Melt butter in the same skillet over medium heat."
8,"Add sliced almonds to the skillet and cook until golden brown."
9,"Return trout fillets to the skillet and baste with butter and almonds."
10,"Serve immediately, garnished with lemon wedges and parsley."
