Step,Instruction
1,"Preheat your oven to 325°F."
2,"Cut the stewing beef into bite-sized pieces and season with salt and black pepper."
3,"Place the all-purpose flour in a shallow dish. Dredge the beef pieces in the flour, shaking off any excess."
4,"Heat olive oil in a large Dutch oven over medium-high heat."
5,"Add the floured beef pieces to the Dutch oven in batches. Brown them on all sides, then remove and set aside."
6,"Add chopped onions, carrots, celery, and minced garlic to the Dutch oven. Cook until softened."
7,"Stir in tomato paste and cook for another 2 minutes."
8,"Return the browned beef to the Dutch oven."
9,"Pour in beef broth and Worcestershire sauce. Stir to combine."
10,"Add bay leaves and thyme sprigs to the Dutch oven."
11,"Bring the mixture to a simmer, then cover the Dutch oven with a lid."
12,"Transfer the Dutch oven to the preheated oven. Cook for 2 hours."
13,"After 2 hours, remove the Dutch oven from the oven and add diced potatoes."
14,"Return to the oven and cook for an additional 30-45 minutes, or until the beef and potatoes are tender."
15,"Once done, remove the Dutch oven from the oven and discard the bay leaves and thyme sprigs."
16,"Stir in frozen peas and let them warm through."
17,"Taste and adjust seasoning if necessary."
18,"Serve the beef stew hot, garnished with fresh chopped parsley if desired."
19,"Enjoy your comforting and hearty beef stew!"
