Step,Instruction
1,"Crack eggs into a large bowl and whisk well until yolks and whites are fully combined."
2,"Whisk in water or broth, salt, and sugar (if using) until well incorporated."
3,"Strain the egg mixture through a fine-mesh sieve to remove any air bubbles for a smoother texture (optional)."
4,"Chop scallions and add them to the egg mixture. Stir gently to combine."
5,"Lightly grease a heatproof ramekin or small bowl. Alternatively, you can use a traditional Korean ttukbaegi pot."
6,"Pour the egg mixture into the prepared ramekin or pot."
7,"Bring a pot of water to a gentle simmer (around 180°F). Do not let the water boil vigorously."
8,"Carefully place the ramekin or pot containing the egg mixture into the simmering water. Cover the pot with a lid."
9,"Steam for 8-10 minutes, or until the egg custard is set. You can check for doneness by inserting a toothpick - it should come out clean."
10,"While the egg custard steams, prepare garnishes (optional). Toast sesame seeds in a dry pan over medium heat until fragrant (watch closely to avoid burning)."
11,"Once cooked, remove the ramekin or pot from the hot water. Drizzle with sesame oil (if using) and sprinkle with chopped scallions and toasted sesame seeds (if using)."
12,"Serve Gyeran Jjim immediately while hot. Enjoy it on its own or as a side dish with Korean meals."
