step,instruction
1,"Salt the eggplant cubes in a colander and let them sit for 20-30 minutes to draw out any bitterness. Rinse them well with water and pat them dry with paper towels."
2,"Heat 2 tablespoons of olive oil in a large Dutch oven or heavy-bottomed pot over medium heat. Add the chopped onion and cook for 5-7 minutes, or until softened and translucent."
3,"Stir in the bell pepper strips and cook for an additional 3-4 minutes, or until softened slightly."
4,"Add the zucchini and yellow squash cubes and cook for 5 minutes, or until slightly softened."
5,"Squeeze out any excess moisture from the chopped tomatoes and add them to the pot along with the minced garlic. Season with salt and pepper to taste."
6,"Stir in the fresh thyme sprigs. Bring the mixture to a simmer, then reduce heat to low and cover the pot. Simmer for 20-25 minutes, or until the vegetables are softened and the sauce has thickened slightly."
7,"While the vegetables simmer, preheat your oven to 375°F."
8,"Once the vegetables are softened, stir in the drained and dried eggplant cubes. Cook for an additional 5-7 minutes, or until the eggplant is tender."
9,"Transfer the vegetable mixture to a baking dish. Arrange the vegetables in a decorative pattern if desired."
10,"Drizzle the remaining 1 tablespoon of olive oil over the top of the vegetables."
11,"Bake for 20-25 minutes, or until the vegetables are heated through and the top is slightly golden brown."
12,"Remove the ratatouille from the oven and discard the thyme sprigs."
13,"Garnish with chopped fresh basil leaves and serve hot. Ratatouille can be enjoyed as a side dish or vegetarian main course."
