Step,Instruction
1,Preheat your oven to 425 degrees Fahrenheit.
2,Wash and cut the potatoes into bite-sized pieces.
3,"In a large bowl, toss the potatoes with olive oil."
4,"Add salt, black pepper, garlic powder, and paprika."
5,"Toss everything together until the potatoes are evenly coated."
6,"Spread the potatoes in a single layer on a baking sheet."
7,"Roast in the preheated oven for 25-30 minutes."
8,"Stir the potatoes halfway through to ensure even roasting."
9,"Remove from the oven when the potatoes are golden and crispy."
10,"Serve immediately and enjoy!"
