Step,Instruction
1,"Preheat your oven to 375°F."
2,"Season the pork shoulder with cumin, chili powder, salt, and black pepper."
3,"Heat the canola oil in a large skillet over medium-high heat."
4,"Add the seasoned pork shoulder to the skillet and sear on all sides until browned, about 3-4 minutes per side."
5,"While the pork is searing, chop the onion and mince the garlic cloves."
6,"Remove the seared pork from the skillet and transfer it to a cutting board. Let it rest for a few minutes."
7,"In the same skillet, add the chopped onion and minced garlic. Cook until softened, about 3-4 minutes."
8,"Shred the seared pork using two forks."
9,"Return the shredded pork to the skillet with the cooked onion and garlic. Stir to combine."
10,"Warm the corn tortillas in the microwave or on a skillet until they are pliable."
11,"Pour a small amount of enchilada sauce into the bottom of a 9x13-inch baking dish."
12,"Fill each corn tortilla with a portion of the pork mixture and roll it tightly. Place it seam side down in the baking dish."
13,"Continue filling and rolling the remaining tortillas."
14,"Pour the remaining enchilada sauce over the filled tortillas, spreading it evenly."
15,"Sprinkle the Monterey Jack cheese over the top of the enchiladas."
16,"Cover the baking dish with aluminum foil and bake in the preheated oven for 20 minutes."
17,"Remove the foil and bake for an additional 5-10 minutes, or until the cheese is melted and bubbly."
18,"Garnish with chopped cilantro, if desired, before serving."
