Step,Instruction
1,"Preheat your oven to 400°F."
A,"Prepare the Vegetables"
2,"Prepare the Vegetables: Wash and dry all the vegetables. Cut the eggplant, zucchini, bell peppers, and red onion into similar bite-sized pieces (about 1-inch cubes or wedges). Halve the cherry tomatoes. Mince the garlic cloves."
3,"Combine the Vegetables: In a large bowl, combine the prepared eggplant, zucchini, bell peppers, red onion, cherry tomatoes, and minced garlic."
4,"Season the Vegetables: Drizzle the vegetables with olive oil, oregano, thyme, salt, and freshly ground black pepper. Toss everything together to coat the vegetables evenly with the seasonings."
B,"Optional Steps:
5,"For Added Flavor: If using, add pitted and halved Kalamata olives to the vegetable mixture."
6,"For Freshness:  For a touch of freshness, sprinkle some chopped fresh basil leaves over the vegetables before roasting."
7,"For Extra Herb Flavor:  Add a sprig of fresh rosemary to the baking sheet with the vegetables (remove the sprig before serving)."
8,"Bake"
9,"Transfer to Baking Sheet: Spread the seasoned vegetables in a single layer on a large baking sheet."
10,"Roast the Vegetables: Bake the vegetables in the preheated oven for 30-40 minutes, or until tender and slightly browned on the edges. Stir the vegetables occasionally during baking for even cooking."
11,"Serve and Enjoy: Once roasted, remove the vegetables from the oven. Serve them hot, warm, or at room temperature as a delicious side dish or vegetarian main course."
