Step,Instruction
A,"Make the Crust"
1,"Combine dry ingredients: In a medium bowl, whisk together flour and salt."
2,"Cut in butter: Cut in cold butter using a pastry blender or two knives until mixture resembles coarse crumbs."
3,"Add water: Gradually add ice water, 1 tablespoon at a time, mixing until dough just comes together."
4,"Form dough: Gather dough into a ball, wrap in plastic wrap, and refrigerate for at least 30 minutes."
5,"Preheat oven to 400°F."
6,"Roll out dough: On a lightly floured surface, roll out dough to a 12-inch diameter circle."
7,"Transfer to pie dish: Fit dough into a 9-inch pie dish, trim edges, and crimp."
8,"Blind bake: Line dough with parchment paper and fill with pie weights. Bake for 15 minutes. Remove weights and parchment, bake for another 5-7 minutes, or until lightly golden."
B,"Make the Lemon Filling"
9,"Whisk dry ingredients: In a medium bowl, whisk together sugar and cornstarch."
10,"Combine wet ingredients: In a medium saucepan, whisk together lemon juice, lemon zest, and egg yolks."
11,"Cook filling: Gradually whisk hot water mixture into egg yolk mixture. Return to saucepan over medium heat, cook and stir until thickened, about 8-10 minutes."
12,"Remove from heat: Remove from heat, stir in butter until melted. Strain into a bowl, cover with plastic wrap, and refrigerate until cooled completely."
C,"Make the Meringue"
13,"Beat egg whites: In a clean bowl, beat egg whites with cream of tartar until soft peaks form."
14,"Gradually add sugar: Gradually add sugar, beating until stiff peaks form."
D,"Assemble and Bake"
15,"Pour filling: Pour lemon filling into cooled pie crust."
16,"Top with meringue: Spread meringue over filling, sealing edges to crust."
17,"Torch meringue (optional): Lightly torch meringue with a kitchen torch to brown lightly."
18,"Bake:** Bake at 350°F for 10-12 minutes, or until meringue is golden brown."
19. "Cool and serve: Let cool completely before serving."
