Step,Instruction
1,"Rinse the dried navy beans under cold water and pick out any debris."
2,"Soak the navy beans in water overnight, or use the quick soak method by bringing them to a boil, removing from heat, and letting them sit for 1 hour."
3,"In a large pot or Dutch oven, combine the soaked navy beans, ham hock, chopped onion, sliced carrot, sliced celery stalks, minced garlic cloves, and bay leaf."
4,"Pour in the chicken or vegetable broth and water."
5,"Bring the mixture to a boil over medium-high heat."
6,"Reduce the heat to low, cover the pot, and let the soup simmer for 1.5 to 2 hours, or until the beans are tender and the meat is falling off the ham hock."
7,"Once the beans are cooked, remove the ham hock from the soup and shred the meat, discarding the bone and any excess fat."
8,"Return the shredded ham to the pot."
9,"Season the soup with salt and black pepper, to taste."
10,"Stir in chopped fresh parsley."
11,"Simmer the soup for an additional 10-15 minutes to allow the flavors to meld."
12,"Taste and adjust seasoning, if needed."
13,"Serve the ham and bean soup hot, garnished with additional fresh parsley if desired."
