Step,Instruction
1,"In a small bowl, combine salt, black pepper, garlic powder, onion powder, and paprika to make the seasoning rub."
2,"Pat the flank steak dry with paper towels."
3,"Rub the seasoning mixture all over the flank steak, ensuring it is evenly coated."
4,"Drizzle olive oil and lime juice over the seasoned flank steak and rub them in to coat."
5,"Cover the flank steak and let it marinate in the refrigerator for at least 30 minutes, or up to 4 hours for deeper flavor."
6,"Preheat your grill to medium-high heat, about 400-450°F."
7,"Remove the flank steak from the refrigerator and let it sit at room temperature for about 15-20 minutes."
8,"Once the grill is hot, place the flank steak on the grill grates and cook for 4-5 minutes per side for medium-rare, or until it reaches your desired level of doneness."
9,"Use tongs to flip the flank steak halfway through the cooking time."
10,"Once done, remove the flank steak from the grill and transfer it to a cutting board."
11,"Let the flank steak rest for about 5-10 minutes before slicing."
12,"Slice the flank steak against the grain into thin strips."
13,"Garnish with fresh parsley, if desired."
14,"Serve the Churrasco Steak hot, and enjoy with your favorite side dishes!"
