Step,Instruction
1,Elevate your holiday spread with this delightful sweet potato soufflé recipe.
2,Here are the basic items required to create this sweet potato soufflé dish:
3,Explore the detailed recipe steps shown below for making a delightful sweet potato soufflé.
4,"Reheat the sweet potato soufflé by covering it with aluminum foil and baking in an oven preheated to 350 degrees F for 20-25 minutes, or until heated through."
5,"Yes, freezing the unbaked sweet potato soufflé without the topping is recommended. Simply pour the mixture into a foil baking dish, wrap it tightly in foil, and freeze for up to three months. Thaw overnight in the refrigerator, then add the topping and bake per the recipe instructions."
6,"Susan Washington exclaims, ""This sweet potato soufflé recipe is amazing! My family adores it, and this will be my third consecutive year preparing this delightful dish."""
7,"“I also tried substituting maple syrup for the sugar,"" shares <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/7117947"">BB33569</a>. ""The richness pairs perfectly with the sweet potatoes."""
8,"""Tina Leaton mentioned that it was the clear favorite dish among her family this year. She substituted hazelnuts for pecans due to pecan shortage."""
9,"""Editorials by Corey Williams."""
10,"Boil sweet potatoes in a large pot with water until tender, about 20 minutes; then drain, cool, and peel."
11,"""Place sweet potatoes in a large pot, cover with water, and cook until tender. Drain, cool, and peel."""
12,Whip potatoes in a mixing bowl using an electric mixer on low speed until they start to break up. Increase speed to medium-high and mix until smooth.
13,Blend on medium-low speed until mixture is thoroughly combined.
14,Leave any remaining sweet potato mixture on the beaters. Pour the mixture into the prepared casserole dish.
15,Sprinkle the topping mixture over the sweet potato mixture in the casserole dish.
16,"Bake in the oven preheated to 350 degrees F until the sweet potato soufflé is cooked through, approximately 40 minutes."
