Step,Instruction
1,"Preheat the oven to 375°F."
2,"Season the chicken breasts with salt and black pepper."
3,"In a large skillet, heat the olive oil over medium heat. Add the chicken breasts and cook until browned on both sides and cooked through, about 6-7 minutes per side. Remove the chicken from the skillet and shred it using two forks."
4,"In the same skillet, add the chopped onion and cook until softened, about 5 minutes. Add the minced garlic, chili powder, and ground cumin, and cook for an additional 1-2 minutes, until fragrant."
5,"Stir in the diced tomatoes, green chilies, chicken broth, and shredded chicken. Simmer for 10 minutes, allowing the flavors to meld."
6,"Remove the skillet from heat and stir in the sour cream until well combined."
7,"Spread a small amount of the chicken mixture onto each flour tortilla. Roll up the tortillas and place them seam-side down in a greased 9x13-inch baking dish."
8,"Pour any remaining chicken mixture over the rolled tortillas, then sprinkle the shredded cheddar cheese on top."
9,"Bake in the preheated oven for 20-25 minutes, until the cheese is melted and bubbly."
10,"Garnish with chopped cilantro before serving. Enjoy your delicious chicken enchiladas!"
