Step,Instruction
1,"Prepare all your vegetables by washing, chopping, and cutting them into similar bite-sized pieces. This will ensure even cooking."
2,"In a small bowl, whisk together the cornstarch and water to form a slurry."
3,"Heat the vegetable oil in a large wok or skillet over medium-high heat. Once hot, add the garlic and ginger (if using) and stir-fry for 30 seconds, or until fragrant."
4,"Optional: If using cooked protein, add it to the wok or skillet and stir-fry for a minute or two to heat through."
5,"Add the harder vegetables (broccoli, carrots, mushrooms, etc.) to the wok or skillet first. Stir-fry for 2-3 minutes, or until they are slightly softened."
6,"Add the softer vegetables (snap peas, snow peas, baby corn, etc.) to the wok or skillet. Stir-fry for an additional 1-2 minutes, or until they are tender-crisp."
7,"Pour in the soy sauce, oyster sauce (if using), and sesame oil. Stir-fry for another minute, allowing the vegetables to absorb the flavors."
8,"Slowly whisk the cornstarch slurry into the stir-fry, stirring constantly until the sauce thickens slightly."
9,"Season the stir-fry with salt and black pepper to taste."
10,"Optional: Add a pinch of red chili flakes for extra spice."
11,"Turn off the heat and serve the stir-fried vegetables hot over rice or noodles. Garnish with fresh cilantro (optional)."
