Step,Instruction
1,In a bowl beat the eggs.'
2,"Stir in the diced bell pepper, onion, tomato, spinach, and shredded cheese.'"
3,'Season with salt and pepper.'
4,'Heat butter in a skillet over medium heat.'
5,'Pour the egg mixture into the skillet.'
6,'Cook until the edges start to set.'
7,"Using a spatula, lift the edges and tilt the skillet to allow the uncooked eggs to flow underneath.'"
8,'Continue cooking until the omelette is set but still slightly moist on top.'
9,'Fold the omelette in half and transfer to a plate.'
10,'Serve hot.'
