Step,Instruction
1,"Russian tea cakes (also known as snowball cookies) are remarkably simple to prepare using ingredients you likely already have at home. This delightful melt-in-your-mouth treat is an easy way to indulge your sweet cravings throughout the holiday season."
2,"Believe it or not, you only require five ingredients to create this bakery-quality Russian tea cake recipe:"
3,"You'll find the complete, step-by-step recipe below � but here�s a quick summary of what to anticipate when preparing Russian tea cakes:"
4,"Keep the Russian tea cakes in a shallow, airtight container at room temperature for up to a week."
5,"Absolutely! However, it�s recommended to freeze Russian tea cakes before coating them in powdered sugar. Place them on a baking sheet, cover, and flash freeze for a few hours or overnight. Once they are frozen, transfer the cookies to a zip-top bag or a freezer-safe container. Thaw in the refrigerator, then roll in powdered sugar before serving."
6,"""I baked these as a wedding present for a friend, and my entire family was amazed at how delicious these cookies turned out,"" says <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/26686462"">Lilith Brown</a>. ""As a beginner baker, I found them to be incredibly easy and tasty!"""
7,"""So straightforward, so easy, so delicious,"" exclaims <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/20881381"">Carrie Taylor</a>. ""It�s not Christmas until my kitchen is filled with the aroma of Russian tea cookies! This is the simplest and best recipe. I quickly made a batch after the kids went to sleep for our school's cookie walk tomorrow."""
8,"""I followed the recipe precisely and the cookies came out buttery and incredibly soft,"" says <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/2046031"">Grace Kim</a>. ""For the walnuts, I used a food processor to chop them, ensuring my cookies had a velvety smooth texture with a fine crumb."""
9,"Editorial input by <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/author/corey-williams/""><strong>Corey Williams</strong></a>"
10,Collect all the ingredients.
11,Set the oven to preheat at 350 degrees F (175 degrees C).
12,"Beat the butter and vanilla in a medium bowl using an electric mixer until creamy, about 2 to 3 minutes."
13,"Form the dough into small balls, about 1 inch in diameter, and place them on a baking sheet."
14,Take small portions of dough and roll them between your palms into 1-inch spheres. Arrange the balls 2 inches apart on ungreased baking sheets.
15,"Bake in the preheated oven until the edges are just beginning to turn golden, approximately 12 minutes."
16,Take the cookies out of the oven and move them to a wire rack to cool for 15 minutes.
17,"Put the leftover 1/3 cup of powdered sugar in a small bowl. Roll the cooled cookies in the powdered sugar once or twice."
18,Savor the delight!
