Step,Instruction
1,"Cut the radicchio head into quarters, removing the core.'"
2,'Thinly slice the pancetta and mince the garlic cloves.'
3,"In a large skillet, heat olive oil over medium heat.'"
4,'Add sliced pancetta to the skillet and cook until crispy.'
5,'Add minced garlic to the skillet and cook for another minute.'
6,"Add radicchio quarters to the skillet, cut side down.'"
7,"Saute for 3-4 minutes, or until radicchio is slightly wilted and caramelized.'"
8,'Drizzle red wine vinegar over the radicchio.'
9,'Season with salt and black pepper.'
10,'Toss gently until well combined.'
11,'Serve hot.'
