Step,Instruction
1,"Press tofu to remove excess water and cut into cubes."
2,"Chop green onions."
3,"Heat sesame oil in a large skillet or wok over medium-high heat."
4,"Add tofu cubes and cook until golden brown on all sides."
5,"Add kimchi and green onions to the skillet."
6,"Stir-fry for 2-3 minutes, or until heated through."
7,"Add cooked rice to the skillet and break up any clumps."
8,"Stir-fry until rice is heated through and coated in the kimchi flavor."
9,"Season with soy sauce and gochujang to taste."
10,"Serve immediately, garnished with sesame seeds."
