Step,Instruction
1,"Wash and trim the celery stalks, then cut them into 2-inch pieces.'"
2,'Mince garlic cloves.'
3,"In a large skillet, melt butter over medium heat.'"
4,"Add minced garlic to the skillet and saute for 1-2 minutes, until fragrant.'"
5,'Add celery pieces to the skillet.'
6,'Pour chicken or vegetable broth over the celery.'
7,"Cover and simmer for 10-15 minutes, or until celery is tender.'"
8,'Remove the lid and sprinkle grated Parmesan cheese over the celery.'
9,'Season with salt and black pepper.'
10,"Continue to cook uncovered for 2-3 minutes, allowing the cheese to melt and the sauce to thicken.'"
11,'Remove from heat and serve hot.'
