Step,Instruction
1,"Cook rice noodles according to package directions. Drain and set aside."
2,"Cut broccoli into florets, carrots into thin slices, and snow peas into halves."
3,"Chop onion and garlic."
4,"In a small bowl, combine soy sauce, oyster sauce, sesame oil, rice vinegar, brown sugar, cornstarch, and water. Set aside."
5,"Heat a large skillet or wok over high heat."
6,"Add shrimp and cook until pink and opaque. Remove from skillet and set aside."
7,"Add onion and garlic to the skillet and cook until fragrant."
8,"Add broccoli, carrots, and snow peas and stir-fry for 3-4 minutes, or until tender-crisp."
9,"Push vegetables to one side of the skillet and add cooked noodles. Stir-fry for 1 minute."
10,"Pour the sauce over the noodles and vegetables and bring to a boil."
11,"Reduce heat and simmer until sauce thickens."
12,"Return shrimp to the skillet and stir to combine."
13,"Season with salt and pepper to taste."
14,"Serve immediately."
