Step,Instruction
1,"Preheat your oven to 475°F."
2,"Roll out the pizza dough on a lightly floured surface to your desired thickness."
3,"Transfer the rolled-out dough to a pizza stone or baking sheet."
4,"Spread the pizza sauce evenly over the dough, leaving a small border around the edges."
5,"Sprinkle the mozzarella cheese evenly over the sauce."
6,"Thinly slice the ham and red onion."
7,"Distribute the ham, pineapple chunks, and sliced red onion over the cheese."
8,"Drizzle the olive oil over the toppings."
9,"Season the pizza with salt and black pepper to taste."
10,"Bake the pizza in the preheated oven for 12-15 minutes, or until the crust is golden brown and the cheese is bubbly and melted."
11,"Once done, remove the pizza from the oven and let it cool for a few minutes."
12,"Slice the pizza into wedges and serve hot."
