Step,Instruction
1,"Preheat grill or skillet to medium-high heat."
2,"Cut fish fillets into bite-sized pieces."
3,"Season fish with taco seasoning, salt, and pepper."
4,"Drizzle fish with olive oil and cook on the grill or skillet until cooked through and flaky."
5,"While fish cooks, prepare salsa by dicing tomatoes, red onion, cilantro, and jalapeno."
6,"Combine diced ingredients in a bowl, squeeze lime juice over the mixture, and season with salt and pepper."
7,"Cut avocado into small cubes."
8,"Warm tortillas according to package directions."
9,"Combine mayonnaise and sour cream in a small bowl for a creamy sauce."
10,"Assemble tacos by placing cooked fish, salsa, avocado, and creamy sauce on warm tortillas."
11,"Serve immediately with additional lime wedges, if desired."
