Step,Instruction
1,"Preheat your oven to 450°F."
2,"In a small bowl, combine salt, black pepper, garlic powder, onion powder, and dried thyme to make the seasoning rub."
3,"Remove the prime rib roast from the refrigerator and let it sit at room temperature for about 30-60 minutes."
4,"Pat the roast dry with paper towels, then rub it all over with olive oil."
5,"Generously season the entire surface of the roast with the prepared seasoning rub, pressing it gently to adhere."
6,"Place a meat thermometer into the thickest part of the roast, making sure it doesn't touch the bone."
7,"Transfer the roast to a roasting pan with a rack, bone-side down."
8,"Roast the prime rib in the preheated oven for 15 minutes to sear the outside."
9,"After 15 minutes, reduce the oven temperature to 325°F."
10,"Continue roasting the prime rib for about 1.5 to 2 hours, or until the internal temperature reaches about 120-125°F for medium-rare."
11,"Once the roast reaches the desired internal temperature, remove it from the oven and transfer it to a cutting board."
12,"Cover the roast loosely with foil and let it rest for about 15-20 minutes. During this time, the internal temperature will continue to rise to about 130-135°F."
13,"While the roast is resting, place the roasting pan on the stovetop over medium heat."
14,"Deglaze the pan with beef broth and red wine, scraping up any browned bits from the bottom."
15,"Simmer the pan drippings until slightly reduced and flavorful, then strain the sauce."
16,"Slice the rested prime rib roast against the grain into thick slices."
17,"Serve the prime rib hot, with the pan sauce spooned over the top."
18,"Enjoy your perfectly cooked and flavorful prime rib!"
