Step,Instruction
1,"Preheat your oven to 325°F."
2,"Season the oxtail pieces with salt and black pepper."
3,"Heat olive oil in a Dutch oven over medium-high heat."
4,"Add the oxtail pieces to the Dutch oven and brown them on all sides. Work in batches if necessary to avoid overcrowding the pot."
5,"Remove the browned oxtail pieces from the Dutch oven and set them aside."
6,"Add chopped onions, carrots, celery, and minced garlic to the Dutch oven. Cook until softened."
7,"Stir in tomato paste and cook for another 2 minutes."
8,"Pour in red wine and beef broth, scraping up any browned bits from the bottom of the pot."
9,"Return the oxtail pieces to the Dutch oven."
10,"Add bay leaves and thyme sprigs to the Dutch oven."
11,"Bring the mixture to a simmer, then cover the Dutch oven with a lid."
12,"Transfer the Dutch oven to the preheated oven. Braise the oxtail for 3-4 hours, or until it is tender and falling off the bone."
13,"Once done, remove the Dutch oven from the oven."
14,"Discard the bay leaves and thyme sprigs."
15,"Skim off any excess fat from the surface of the sauce."
16,"Serve the braised oxtail hot, spooning the sauce over the top."
17,"Enjoy your flavorful and tender braised oxtail!"
