Step,Instruction
1,"Peel and chop carrots and potatoes into small cubes."
2,"Chop celery stalks and onion finely."
3,"Mince garlic cloves."
4,"Dice tomatoes."
5,"In a large pot, heat olive oil over medium heat."
6,"Add chopped onion and minced garlic to the pot. Cook until softened."
7,"Add chopped carrots, celery, and potatoes to the pot."
8,"Pour in vegetable broth and add bay leaf."
9,"Bring the mixture to a boil, then reduce heat and simmer for 15 minutes."
10,"Add diced tomatoes, green beans, corn kernels, and peas to the pot."
11,"Simmer for an additional 10-15 minutes or until all vegetables are tender."
12,"Season with salt and black pepper to taste."
13,"Remove bay leaf before serving."
14,"Serve hot."
