Step,Instruction
1,"Slice the pork tenderloin thinly against the grain."
2,"In a bowl, combine soy sauce and cornstarch. Add the sliced pork to the bowl and toss to coat. Let it marinate for 15-20 minutes."
3,"Mince the garlic and grate the ginger."
4,"Heat vegetable oil in a large skillet or wok over medium-high heat."
5,"Add minced garlic and grated ginger to the skillet. Stir-fry for about 30 seconds until fragrant."
6,"Add marinated pork to the skillet, spreading it out into a single layer. Cook for 2-3 minutes until browned on one side."
7,"Flip the pork slices and add broccoli florets, sliced bell pepper, and julienned carrots to the skillet."
8,"Continue stir-frying for another 3-4 minutes until the pork is cooked through and the vegetables are tender-crisp."
9,"Trim and slice the green onions diagonally. Add them to the skillet along with sesame oil."
10,"Toss everything together for another minute, then remove from heat."
11,"Garnish with sesame seeds if desired."
12,"Serve the pork stir-fry hot over steamed rice or noodles."
