Step,Instruction
1,"Cut tofu into 1-inch cubes and press to remove excess water."
2,"Slice mushrooms."
3,"Chop onion and mince garlic."
4,"Heat olive oil in a large skillet over medium heat."
5,"Sauté tofu cubes until golden brown."
6,"Remove tofu from skillet and set aside."
7,"Sauté onion and garlic until softened. Add mushrooms and cook until tender."
8,"Sprinkle flour over the mushroom mixture and cook for 1 minute, stirring constantly."
9,"Gradually whisk in vegetable broth until smooth. Bring to a simmer and cook until thickened."
10,"Stir in soy milk, Dijon mustard, Worcestershire sauce, dried dill, parsley, salt, and pepper."
11,"Return tofu to the sauce and simmer for 5 minutes."
12,"Serve over noodles or rice."
