Step,Instruction
1,"In a bowl, whisk together soy sauce, water, brown sugar, honey, sesame oil, minced garlic, and minced ginger to make the teriyaki sauce."
2,"Place the chicken thighs in a shallow dish or a resealable plastic bag. Pour half of the teriyaki sauce over the chicken, reserving the remaining sauce for later. Marinate the chicken in the refrigerator for at least 30 minutes, or up to 2 hours."
3,"Preheat your grill or grill pan to medium-high heat (around 375-400°F)."
4,"Remove the chicken from the marinade and discard the excess marinade."
5,"Grill the chicken thighs for 6-7 minutes on each side, or until cooked through and charred on the edges. Ensure the internal temperature of the chicken reaches 165°F."
6,"While the chicken is grilling, transfer the reserved teriyaki sauce to a small saucepan. In a separate bowl, whisk together cornstarch and cold water to make a slurry. Add the slurry to the saucepan."
7,"Bring the teriyaki sauce to a simmer over medium heat, stirring constantly. Cook for 1-2 minutes, or until the sauce thickens."
8,"Once the chicken is cooked, remove it from the grill and let it rest for a few minutes."
9,"Slice the grilled chicken thighs and serve them over cooked rice with steamed vegetables."
10,"Drizzle the thickened teriyaki sauce over the chicken and rice."
11,"Garnish with sesame seeds and sliced green onions before serving."
