Step,Instruction
1,"Preheat oven to 400°F."
2,"Peel and chop butternut squash into cubes."
3,"Place cubed butternut squash on a baking sheet, drizzle with olive oil, and season with salt and black pepper."
4,"Roast in the preheated oven for 30-35 minutes or until tender."
5,"In a large pot, heat olive oil over medium heat."
6,"Add chopped onion and sliced carrot to the pot and cook until softened."
7,"Add roasted butternut squash to the pot."
8,"Pour in vegetable broth and bring to a simmer."
9,"Stir in coconut milk, maple syrup, ground cinnamon, and ground nutmeg."
10,"Using an immersion blender, blend the soup until smooth."
11,"Taste and adjust seasoning if needed."
12,"Serve hot."
