step,instruction
1,"Bring a large pot of salted water to a boil over high heat. Add the penne pasta and cook according to package instructions for al dente (typically 8-12 minutes)."
2,"While the pasta cooks, heat the olive oil in a large skillet over medium heat. Add the diced onion and cook until softened and translucent, about 5 minutes."
3,"Stir in the minced garlic and cook for an additional minute, until fragrant."
4,"Add the tomato paste and cook for another minute, stirring constantly, to allow the flavors to develop."
5,"Pour in the crushed tomatoes and bring to a simmer. Season with salt and black pepper to taste."
6,"Let the sauce simmer for 10 minutes, allowing it to thicken slightly. Taste and adjust seasonings as needed."
7,"Stir in the heavy cream and grated Parmesan cheese. Bring the sauce back to a simmer and cook for 2-3 minutes, until the cheese is melted and the sauce is creamy."
8,"Reserve about 1/2 cup of the pasta water before draining the penne."
9,"Drain the cooked penne and add it directly to the creamy tomato sauce in the skillet. Toss to coat the pasta evenly."
10,"Add a splash or two of reserved pasta water to create a desired consistency for the sauce (optional)."
11,"Serve immediately with fresh parsley (optional) for garnish."
