Step,Instruction
1,"Cut tofu into 1-inch cubes."
2,"Marinate tofu in a mixture of 1 tablespoon olive oil, 1 teaspoon cumin, 1 teaspoon coriander, and a pinch of salt for 30 minutes."
3,"Chop onion, garlic, and ginger."
4,"Heat 1 tablespoon olive oil in a skillet over medium heat. Cook tofu cubes until golden brown on all sides."
5,"Remove tofu from skillet and set aside."
6,"In the same skillet, sauté onion, garlic, and ginger until softened."
7,"Add cumin, coriander, garam masala, turmeric, and cayenne pepper. Cook for 30 seconds, or until fragrant."
8,"Stir in tomato paste and cook for 1 minute."
9,"Add coconut milk, vegetable broth, and cashews. Bring to a boil, then reduce heat and simmer for 15 minutes."
10,"Blend the sauce until smooth using an immersion blender or regular blender."
11,"Return the sauce to the skillet, add tofu, lemon juice, and chopped cilantro. Simmer for 5 minutes."
12,"Season with salt and pepper to taste."
13,"Serve with rice or naan."
