Step,Instruction
1,'Rinse the green lentils under cold water.'
2,"In a pot, bring 1 cup of water to a boil.'"
3,'Add the rinsed lentils to the boiling water.'
4,"Reduce heat to low, cover, and simmer for 15-20 minutes, or until lentils are tender but still hold their shape.'"
5,'Drain any excess water from the lentils and transfer them to a large bowl.'
6,'Dice the tomatoes and finely chop the red onion and fresh parsley.'
7,"Add diced tomatoes, chopped red onion, and chopped parsley to the bowl with lentils.'"
8,"In a small bowl, whisk together lemon juice, olive oil, salt, and black pepper to make the dressing.'"
9,'Pour the dressing over the lentil mixture.'
10,'Toss gently until well combined.'
11,'Refrigerate for at least 30 minutes before serving.'
12,'Serve chilled.'
